text,airline_sentiment
@United  my home for the next 8.5 hrs. 777 GFC! :) http://t.co/MKpoGNntYC,positive
@USAirways strikes again. @emilylyonss  I strongly suggest you live tweet your ordeal. Their media team appreciates the updates 😎,negative
"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!",negative
@AmericanAir I really hope it departs. They said is because the catering service wasnt available but we can see it next to plane doing nthin,negative
@JetBlue she did. she's still waiting on a callback....the lack of follow through is what's concerning. smh,negative
@United is truly the drunk uncle of boarding. Don't believe gate agent that overhead is full; don't reserve aisle http://t.co/cdZhTyd0aK,negative
"@united What happened this afternoon? Huge amt of incoming planes to SFO delayed over 1-2 hours.
Frustrating!",negative
@SouthwestAir @LukeWyckoff: her name is Jane and she wanted was a call. 617-653-3040,negative
@AmericanAir thank you!,positive
"@AmericanAir as of now, will do my best to never fly w/ #AmericanAirlines ever again. Y'all have made this a day to remember.",negative
@JetBlue we don't need anybody else!,positive
@USAirways we were moved to a delta direct. Thank you for the accommodations!,positive
@JetBlue WHAT'S UP WITH WEBSITE CAN'T ACCESS FLIGHT INFO,negative
@JetBlue absolutely no worries. I'm just never flying with you again. Ever. Even I have to hitch hike cross country #passengersarepeople,negative
@SouthwestAir  the agents werenot helpful told me I would have to pay 2chng even though I Tld them going2 bwi whch is part of trvl advsry,negative
@AmericanAir so disappointed with this airline never again will I book with you guys,negative
@united haha and you have to clean a plane that was held overnight in a hangar. Sounds lovely. Also don't lie on screensand say it's weather,negative
"@united I can't even fit my name on the first two lines, yes... Please do pass on feedback. This is a big downgrade from previous years.",negative
@USAirways i ve been told that you get a percentage on every plastic bottle that is sold around yout departure section...turn up the heat,neutral
"@united I received 1 bag last night, I am still missing the other one.",negative
@JetBlue here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3,positive
@united Worst customer non-service for sure!,negative
"@AmericanAir thanks for forcing me to check -in my carry - on luggage. That is exactly why I spent extra money on ""travel size"" toiletries",positive
@USAirways we will...sunday! Just a few days away,positive
@AmericanAir Thank you for the acknowledgement. The IFE didn't work all that well anyway so maybe time to upgrade to lower profile system.,negative
@united I missed my connection already. Then I missed the next flight they put me on.  Now I'm going to LAX instead of Hawaii.  :(,negative
“@JetBlue: Our fleet's on fleek. http://t.co/y5qE9HcQzT” why.,neutral
@AmericanAir you should be contacting her for a refund - dm me and I will provide phone number,neutral
"@JetBlue what a great experience on flight from SFO to JFK; seats, service, food, everything is top quality. I will be back. Very soon!",positive
@united it's not there we tried. It's already here in cancun just no one has delivered it,negative
@united idea: if u don't want us to be frustrated don't Cancelled Flight flights because your crew overflowed a toilet. Get a plumber,negative
@united well perhaps you could highlight where that is stated.  We travel between Canada &amp; USA on United with only Nexus,negative
"@united define ""appreciate"". I doubt the worst major airline in the USA acts on much feedback.",negative
@JetBlue I don't know- no one would tell me where they were coming from - I would guess so as that's where we had all the changes to flights,negative
@SouthwestAir Thank you for the vouchers after the long wait on the runway Saturday night at BWI! I really appreciate it! #SWfan,positive
@AmericanAir It just hangs up and your agents on the ground are useless. How don't I have a seat on a first class ticket booked weeks ago?,negative
@SouthwestAir Thank you for the prompt response. I will email Late Flightr today.,positive
@SouthwestAir   Where the heck are the bags for Chicago 408. It has been an hour,negative
@AmericanAir thanks for following up- it finally worked!! Fingers crossed the new flight works.,positive
"@SouthwestAir Thanks for the terrible service! Stranded in MDW for 2 days, &amp; now can't find confirmation for rebooked flight from MKE.",negative
@AmericanAir Late Flight again geez flt2417 #Late Flight #delays #typical,negative
@SouthwestAir thanks for linking to #Passbook. Might be old news but this is my first 2015 flight.,neutral
.@united Not what's been shared by the pilot with passengers!,negative
@JetBlue she hung up before I can get name. She took no accountability for keeping me on hold +20min. Next rep was not able to track name,negative
@SouthwestAir Hi I just got a message that part of my flights is Cancelled Flightled. I can't rebook online and nobody answers my phone call. Help me,negative
@AmericanAir everything for sorted out. Thanks for the help. Excited to get home tonight!,positive
@JetBlue a voucher.. I can't believe I took this risk. Not only was the plane terribly filthy and I had 15 screaming babies in my face..,negative
"@USAirways if I qualify for free 1st checked bag, is that applied at checkin? Same for using companion tickets?",neutral
@united - you rebooked me to UA1764 after UA 3883 was Cancelled Flightled. I paid for first class ticket - but new seat is 38E. Can you please fix!,negative
@JetBlue in the sky on flight 833 from BOS to SFO. Awesome crew! Helene rocks!,positive
@AmericanAir  2 hours to be answered on a call?,neutral
@AmericanAir Got it worked out. Had to postpone my trip and pay extra though. :/ Not easy for a poor graduate student.,negative
"@AmericanAir That's good, I'd expect that but I can't get through on the phone to make any changes. Can I change it online?",negative
"@united's first flight (4651, to #IAH) from #IAD is delayed...because no one hooked up ground power to the plane. Get it together, folks.",negative
@virginamerica #flight home to #dc #sunset #globe in' #backtowinter back to #work! #refreshed http://t.co/VX9vBCTdLf,positive
"@united No. SATO rebooked me. Just upset that my travel office had to fix this, and you couldn't.",negative
@AmericanAir I need to be back in Cleveland as early as possible tomorrow,neutral
"@AmericanAir thanks for the recommendation. We've been sitting here for 45 minutes, last update was 35 min ago.",positive
"@SouthwestAir if you are going to be inconsistent enforcing your rules, I'd prefer you not randomly take it out on freq flyers that obey",negative
@JetBlue I thought the same thing after I sent it,neutral
@united I lost my sunglasses on the flight from OKC to IAH this morning (8am takeoff) .. is there any way to retrieve them?,negative
"@USAirways We did. @AmericanAir said to open one with you, too.",negative
@JetBlue thanks to Julian at login for getting me onto an earlier flight back to DCA,positive
@united please reroute Oregon Women's Tennis to Santa Barbara. There's supposedly another connection from LA.,neutral
"@united sitting in Denver airport waiting for a plane to be refueled. For an hour and a half! Hurry the fuck up United, you fucking retards",negative
@United so what’s the deal? Do u provide voucher for overnight or am I cozy on the floor at #OHare ? #gross #HelpMePlease #AnyoneThere,neutral
@united You must follow me in order for me to send you a direct message if that is what you meant.,neutral
"@USAirways 835, fix this ASAP",negative
@SouthwestAir been all up and down the area where the pic was taken and don't see any albums.,negative
@JetBlue is flight 51 on 4/24/15 moved back? When I booked it said we arrive 11:31 but now it says 12:08 😢,negative
@USAirways you are the actual worst.  You have zero respect for your passengers. I'm officially done flying with you.,negative
@USAirways we've now learned to never fly with u again. You've lost 16 customers from our group + the hundreds more from our company,negative
@JetBlue the big board says we aren't leaving until after 8:30 😩,negative
@USAirways Hi-i have a travel question. Could you please follow me so i can dm you?,neutral
@united flying gla-mco in a few weeks. How long do we have to be at airport for before departure for both international and domestic? Ta,neutral
@united no it weighed 45.5 and it was the only checked bag,negative
@JetBlue it is absurd that I have waited more than 45mins because the flight attendant assigned for my flight is Late Flight. You dont have others?,negative
@USAirways This is ridiculous. You delayed my husband's flights &amp; made him miss his connection. Told him to leave his bags. Sent him (1/3),negative
@united  Delay DEN-CLE because they have to manually enter baggage tags? Really? Worst cust service day for this 1ker. #friendlyskies??,negative
